timestamp,angle,trackPos,speedX,speedY,speedZ,rpm,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,target_steer,target_accel,target_brake
1.164,0.0207809,-0.00715399,38.813,0.158336,2.61088,6400.21,35.8018,35.0833,36.4422,36.4422,5.03686,5.13337,5.40097,5.8867,6.69185,8.03498,10.4499,15.6187,32.8819,200.0,25.579,13.7334,9.58554,7.53793,6.37064,5.66545,5.24429,5.02349,4.9653,0.3438985092999265,0.703698203662863,0.0
1.184,0.0153821,-0.00746565,39.4489,0.673095,2.64417,6657.22,36.7405,35.3502,37.8711,37.8711,5.03792,5.12956,5.39143,5.86942,6.66255,7.98399,10.3517,15.3799,31.7853,200.0,26.2887,13.9231,9.66889,7.58245,6.39651,5.68062,5.25238,5.02619,4.96326,0.4417433166549375,0.6129585629302904,0.0
1.204,0.00718719,-0.00695953,40.0642,1.12754,2.68598,6688.48,37.7037,35.6873,38.0789,38.0789,5.03493,5.11909,5.37211,5.83806,6.61251,7.90063,10.1968,15.0177,30.227,200.0,27.4743,14.2365,9.80856,7.65908,6.44292,5.70978,5.27021,5.03555,4.96533,0.5240099204066968,0.5403668503442323,0.0
1.224,-0.00317353,-0.00555611,40.5774,1.55102,2.73016,6713.93,38.5145,36.0304,38.2253,38.2253,5.02781,5.10251,5.34431,5.79499,6.5459,7.7924,10.0006,14.5732,28.442,200.0,29.1588,14.6657,9.99945,7.76481,6.50814,5.75199,5.29747,5.05178,4.97224,0.29308777197069236,0.6322934802753858,0.0
1.244,-0.0138447,-0.00342026,41.2045,1.50314,2.77083,6958.18,39.0957,36.7855,39.6115,39.6115,5.01758,5.08258,5.31283,5.74786,6.47476,7.67926,9.80015,14.1328,26.7914,200.0,31.1436,15.1466,10.2116,7.88283,6.5818,5.80068,5.33006,5.07264,4.98338,0.09633780630008852,0.5558347842203086,0.0
1.264,-0.020589,-0.00121727,41.9744,1.03973,2.92656,6752.54,39.0979,37.8554,38.4807,38.4807,5.00715,5.066,5.28886,5.71382,6.42534,7.60315,9.66942,13.856,25.8197,200.0,32.5683,15.4801,10.3594,7.9663,6.63512,5.83709,5.35568,5.09051,4.99497,-0.07031811589492477,0.644667827376247,0.0
1.284,-0.0223781,0.00058279,42.666,0.427221,3.14237,6920.22,39.092,38.9083,39.3948,39.3948,4.99834,5.05549,5.27614,5.69795,6.40458,7.574,9.6236,13.7675,25.5421,200.0,33.0076,15.5899,10.412,7.99845,6.65751,5.85396,5.36906,5.1015,5.00417,-0.21098976101068603,0.7157342619009975,0.0
1.304,-0.020394,0.00171766,43.4058,-0.18554,3.33723,7184.12,39.302,39.9381,40.8678,40.8678,4.99245,5.0513,5.2737,5.69769,6.40752,7.58256,9.64419,13.8223,25.7695,200.0,32.623,15.5167,10.3862,7.98777,6.65348,5.85356,5.37101,5.10527,5.00963,-0.32968445060908314,0.622587409520798,0.0
1.324,-0.0150849,0.00206509,44.0811,-0.727786,3.47851,7277.04,39.5946,40.9617,41.4061,41.4061,4.99024,5.05378,5.28151,5.71248,6.43287,7.62633,9.72634,14.0098,26.4727,200.0,31.5565,15.2844,10.2907,7.93829,6.62512,5.83692,5.36192,5.10177,5.0109,-0.4296692830177206,0.5480699276166384,0.0
1.344,-0.00695628,0.00154591,44.6407,-1.18768,3.55863,7369.3,39.8691,41.8568,41.9408,41.9408,4.99239,5.0632,5.29937,5.74166,6.47928,7.70292,9.8659,14.323,27.6589,200.0,30.0235,14.9273,10.1379,7.85596,6.57567,5.80589,5.34277,5.09135,5.00785,-0.5137524193150624,0.48845594209331067,0.0
1.364,0.00363094,0.000105,45.1145,-1.56606,3.59478,7446.45,40.1185,42.6514,42.3901,42.3901,4.99951,5.07989,5.32741,5.78506,6.54634,7.81166,10.0623,14.7649,29.3964,200.0,28.216,14.4762,9.93861,7.74597,6.50794,5.76207,5.31446,5.07445,5.00056,-0.2843036119178031,0.4407647536746485,0.0
1.384,0.0146983,-0.00213547,45.2515,-1.57813,3.60056,5503.43,40.6026,43.0003,38.6807,41.1455,5.01122,5.10175,5.36151,5.83598,6.62338,7.93508,10.2843,15.2685,31.483,200.0,26.5243,14.023,9.73195,7.6292,6.43444,5.71331,5.28184,5.05374,4.98986,-0.08875506988013267,0.5526118029397188,0.0
1.404,0.0219873,-0.00453453,45.2209,-1.07872,3.57581,5518.34,40.9127,42.3176,39.1804,40.574,5.02389,5.12125,5.38945,5.87569,6.68151,8.02613,10.4456,15.6334,33.0537,200.0,25.4911,13.7269,9.59171,7.54742,6.38126,5.67664,5.25597,5.03581,4.97853,0.07693162685188724,0.642089442351775,0.0
1.424,0.02436,-0.00651865,45.1794,-0.428686,3.54042,5235.99,41.3061,41.6267,39.948,40.1468,5.03409,5.1338,5.4051,5.8958,6.70869,8.06586,10.5118,15.7747,33.6383,200.0,25.1407,13.6165,9.53536,7.51208,6.35646,5.65798,5.24129,5.02395,4.96888,0.21680958157410418,0.71367155388142,0.0
1.444,0.0221747,-0.00780086,45.4737,0.191259,3.51588,5474.06,41.9658,41.26,41.9249,41.9249,5.04024,5.13809,5.40737,5.89546,6.70434,8.05411,10.4832,15.6929,33.2017,200.0,25.3835,13.6753,9.55729,7.52104,6.35936,5.65743,5.23839,5.01914,4.96222,0.3346553193379886,0.770937243105136,0.0
1.464,0.0162175,-0.00825901,45.8881,0.725891,3.51623,5568.32,42.768,41.2485,42.6433,42.6433,5.04196,5.13442,5.3974,5.87698,6.67262,7.9985,10.3754,15.4292,31.9768,200.0,26.1541,13.8816,9.64769,7.56909,6.38706,5.67345,5.24667,5.0215,4.95936,0.4337992726872903,0.8167497944841088,0.0
1.484,0.00731355,-0.00780172,46.3308,1.17192,3.53379,5668.71,43.5309,41.3674,43.4082,43.4082,5.03914,5.12349,5.37686,5.84337,6.61875,7.90844,10.2076,15.0356,30.2749,200.0,27.4322,14.2196,9.79813,7.65145,6.43679,5.70453,5.2655,5.03117,4.96112,0.5171115505341968,0.853399835587287,0.0
1.504,-0.00402945,-0.00639839,46.8036,1.53161,3.56449,5771.6,44.2763,41.5733,44.1945,44.1945,5.03203,5.10603,5.34714,5.79701,6.54672,7.79104,9.99431,14.5516,28.3309,200.0,29.2789,14.6882,10.0059,7.7662,6.50733,5.74998,5.29465,5.04827,4.96805,0.28698332607906724,0.7327198684698296,0.0
1.524,-0.0157921,-0.00415888,47.32,1.50165,3.60554,5738.27,44.8661,42.2918,43.9755,43.9755,5.02142,5.08472,5.31314,5.74585,6.46927,7.66763,9.77544,14.0711,26.5401,200.0,31.499,15.2205,10.2398,7.89585,6.58801,5.80312,5.33006,5.07077,4.97983,0.09084406029220715,0.7861758947758637,0.0
1.544,-0.0232179,-0.00169964,47.9017,1.0448,3.65427,5762.46,44.6506,43.2081,44.1537,44.1537,5.00985,5.06639,5.28669,5.70834,6.41489,7.58405,9.63226,13.7693,25.4932,200.0,33.1137,15.593,10.4042,7.98858,6.64723,5.84359,5.35857,5.09072,4.99285,-0.0752312025016239,0.828940715820691,0.0
1.564,-0.0255081,0.000430012,48.4704,0.459072,3.70671,5829.92,44.5019,44.1605,44.6475,44.6475,4.99948,5.05387,5.27138,5.6891,6.38956,7.54829,9.57579,13.66,25.1515,195.953,33.6905,15.7329,10.4702,8.02862,6.67486,5.86425,5.37482,5.10393,5.00378,-0.2153897433763803,0.8631525726565528,0.0
1.584,-0.0236017,0.0019371,49.0244,-0.122201,3.75851,5934.85,44.4948,45.06,45.4402,45.4402,4.9917,5.0477,5.26681,5.68642,6.38964,7.55322,9.59125,13.7058,25.352,200.0,33.3182,15.6676,10.4494,8.02153,6.67369,5.86625,5.3789,5.10965,5.01108,-0.33356123561992324,0.8905220581252422,0.0
1.604,-0.018212,0.00265684,49.5804,-0.632222,3.80908,6059.42,44.5967,45.9368,46.3885,46.3885,4.98754,5.04827,5.27268,5.69919,6.41277,7.59439,9.67002,13.8876,26.033,200.0,32.2015,15.4326,10.3549,7.97366,6.64705,5.85133,5.37152,5.10787,5.01412,-0.43306468902693473,0.7624176465001937,0.0
1.624,-0.00987786,0.00249157,50.0709,-1.07375,3.85719,6076.43,44.7652,46.7624,46.5295,46.5295,4.98779,5.05592,5.28888,5.72674,6.45757,7.66933,9.80777,14.198,27.1997,200.0,30.5802,15.065,10.1999,7.89128,6.59831,5.82137,5.35365,5.09891,5.0127,-0.5165585636451377,0.809934117200155,0.0
1.644,0.000915352,0.00136194,50.5366,-1.43213,3.89653,6210.05,44.9436,47.4993,47.5429,47.5429,4.99319,5.07104,5.31541,5.76869,6.52316,7.77651,10.0022,14.6359,28.9047,200.0,28.6842,14.6022,9.99777,7.78073,6.53091,5.77832,5.32636,5.08323,5.00681,-0.4358089711332349,0.697947293760124,0.0
1.664,0.0134953,-0.00071373,50.9972,-1.62302,3.931,6217.66,45.4348,48.3784,47.6218,47.6218,5.00402,5.09334,5.35146,5.82353,6.60711,7.91214,10.2476,15.1942,31.2055,200.0,26.73,14.0876,9.7655,7.65072,6.44993,5.7253,5.29158,5.06193,4.99689,-0.21637825529213964,0.7583578350080992,0.0
1.684,0.0250056,-0.0034914,51.5564,-1.35381,3.96418,6300.61,46.1794,48.6289,48.2747,48.2747,5.01903,5.11903,5.3902,5.88039,6.69232,8.04811,10.4926,15.7575,33.6808,199.278,25.1368,13.6355,9.5543,7.52945,6.37254,5.67322,5.25612,5.03877,4.9841,-0.030308832979911982,0.8066862680064794,0.0
